"","B_Name","R_Name","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_Weight","R_Weight","B_Country","R_Country","Date","winby","winner","B__Round1_Grappling_Submissions_Attempts","B__Round2_Grappling_Submissions_Attempts","B__Round3_Grappling_Submissions_Attempts","R__Round1_Grappling_Submissions_Attempts","R__Round2_Grappling_Submissions_Attempts","R__Round3_Grappling_Submissions_Attempts","B__Round1_Grappling_Takedowns_Landed","B__Round2_Grappling_Takedowns_Landed","B__Round3_Grappling_Takedowns_Landed","R__Round1_Grappling_Takedowns_Landed","R__Round2_Grappling_Takedowns_Landed","R__Round3_Grappling_Takedowns_Landed","B__Round1_Strikes_Significant.Strikes_Landed","B__Round2_Strikes_Significant.Strikes_Landed","B__Round3_Strikes_Significant.Strikes_Landed","R__Round1_Strikes_Significant.Strikes_Landed","R__Round2_Strikes_Significant.Strikes_Landed","R__Round3_Strikes_Significant.Strikes_Landed"
"273","Conor McGregor","Jose Aldo",4,2,4,2,28,30,175,170,70,65,"Ireland","Brazil","12/14/2015","KO/TKO","blue",0,0,0,0,0,0,1,0,0,0,0,0,89,48,0,51,42,41
"274","Anderson Silva","Daniel Cormier",2,5,0,2,41,38,187,180,84,93,"Brazil","USA","07/11/2016","DEC","red",0,0,0,0,3,2,0,0,0,4,2,1,29,32,43,66,85,69
"275","Vik Grujic","Chris Indich",1,1,0,0,40,29,180,177,77,77,"Australia","Australia","06/30/2014","KO/TKO","blue",0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,4,6,2
"276","Tom Niinimaki","Chas Skelly",1,1,0,0,34,31,175,180,65,65,"Finland","USA","08/25/2014","SUB","red",0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,5,12,2
"277","Michael Bisping","Anderson Silva",5,1,2,0,38,41,185,187,84,84,"England","Brazil","02/29/2016","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,68,88,85,21,21,25
"278","Konstantin Erokhin","Gabriel Gonzaga",1,3,0,0,34,37,180,187,104,109,"Russia","Brazil","12/14/2015","DEC","red",0,0,0,1,0,0,0,0,0,2,1,0,13,2,2,29,17,8
"279","Evan Dunham","Ross Pearson",2,3,1,1,35,32,177,172,70,70,"USA","England","07/23/2015","DEC","blue",0,0,0,0,0,0,0,1,0,0,0,0,63,40,59,39,32,0
"280","Charles Oliveira","Max Holloway",2,6,2,6,27,25,177,180,65,65,"Brazil","USA","08/24/2015","KO/TKO","red",1,2,1,0,0,4,3,3,0,0,1,0,19,23,5,181,136,121
"281","Antonio Silva","Mark Hunt",3,3,1,0,37,43,193,177,119,120,"Brazil","Zealand","11/18/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,0,0,11,12,0,40,31,3
"282","Ryan Benoit","Sergio Pettis",0,3,0,2,27,23,165,167,56,56,"USA","USA","03/16/2015","KO/TKO","blue",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,44,80,57
"283","Andreas Stahl","Santiago Ponzinibbio",1,1,0,0,28,30,180,182,77,77,"Sweden","Argentina","12/14/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,22,23,15,14,19,0
"284","Rafael Natal","Uriah Hall",3,2,2,2,34,32,182,182,84,84,"Brazil","Jamaica","05/25/2015","DEC","blue",0,0,0,0,0,1,4,4,3,1,0,0,53,41,44,41,11,17
"285","Elvis Mutapcic","Kevin Casey",1,3,0,0,30,35,182,180,84,84,"Bosnia","USA","06/05/2016","","draw",0,0,0,0,0,0,0,0,0,0,0,1,10,10,18,28,12,17
"286","Ulka Sasaki","Leandro Issa",1,2,1,1,27,33,177,170,56,61,"Japan","Brazil","12/22/2014","SUB","red",1,0,0,1,0,3,0,0,0,2,1,1,5,0,0,20,36,5
"287","Mike Rhodes","Erick Silva",2,2,0,0,27,32,185,182,77,77,"USA","Brazil","12/22/2014","SUB","red",1,0,0,1,0,0,1,0,1,0,0,0,17,47,34,35,7,1
"288","Tim Means","Alex Oliveira",8,7,2,2,33,29,187,180,77,77,"USA","Brazil","01/02/2017","","no contest",0,0,2,2,1,1,1,3,3,4,4,6,169,126,58,83,60,62
"289","Ray Borg","Louis Smolka",5,7,0,0,23,25,162,175,56,56,"States","USA","01/02/2017","DEC","blue",4,5,1,4,8,3,7,3,5,2,5,5,22,36,21,137,150,85
"290","Rob Whiteford","Darren Elkins",2,3,2,0,33,32,175,177,65,65,"Scotland","States","10/26/2015","DEC","red",0,0,0,0,0,5,2,1,2,2,0,0,35,9,2,40,37,28
"291","Richard Walsh","Alan Jouban",2,2,0,0,28,35,182,182,77,77,"Australia","States","03/04/2015","KO/TKO","red",0,0,0,0,0,0,3,1,1,0,0,0,43,55,32,44,15,45
"292","Hacran Dias","Cub Swanson",3,3,2,0,32,33,172,172,65,65,"Brazil","USA","04/17/2016","DEC","red",0,1,0,0,0,0,2,4,4,0,0,0,42,20,16,61,41,39
"293","Jason Novelli","David Teymur",0,1,0,1,37,28,182,175,70,70,"USA","Sweden","08/08/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,10,0
"294","Rashad Evans","Glover Teixeira",1,4,0,2,37,37,182,187,84,93,"States","Brazil","04/17/2016","KO/TKO","red",0,0,0,0,0,1,0,0,0,3,1,1,11,8,6,71,68,40
"295","Joe Soto","Marco Beltran",4,1,1,1,30,30,167,172,61,61,"States","Mexico","11/07/2016","SUB","blue",1,2,3,0,1,0,0,0,2,0,0,0,31,54,79,10,10,0
"296","Mark Eddiva","Dan Hooker",3,1,0,0,31,27,172,182,65,65,"Philippines","Zealand","03/21/2016","SUB","red",0,0,0,0,0,0,2,1,1,0,0,1,62,54,19,2,11,6
"297","Ron Stallings","Uriah Hall",0,1,0,1,34,32,182,182,84,84,"USA","Jamaica","01/20/2015","KO/TKO","red",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,11,17
"298","Jeremy Kennedy","Rony Jason",1,4,1,0,24,33,180,170,65,65,"Canada","Brazil","03/12/2017","DEC","blue",0,0,0,1,1,0,1,1,3,0,1,1,8,15,4,18,16,13
"299","Clint Hester","Vitor Miranda",3,2,0,1,30,38,187,185,93,84,"USA","Brazil","03/01/2016","KO/TKO","red",0,0,0,0,0,0,0,3,0,0,0,0,34,59,47,22,10,3
"300","Christian Colombo","Luis Henrique",1,1,0,1,36,23,195,187,120,110,"Denmark","Brazil","11/20/2016","SUB","red",0,0,0,0,1,0,0,0,0,1,0,0,24,20,32,16,4,0
"301","Angela Hill","Jessica Andrade",2,6,0,2,32,25,160,160,52,52,"States","Brazil","02/06/2017","DEC","red",0,0,0,3,1,0,0,0,0,10,3,0,17,5,17,136,127,50
"302","Rustam Khabilov","Jason Saggo",5,4,3,2,30,31,172,180,70,70,"Russia","Canada","12/11/2016","DEC","blue",0,0,0,0,0,0,6,4,9,5,1,3,54,46,59,49,24,34
"303","Uriah Hall","Gegard Mousasi",7,9,0,3,32,31,182,187,84,84,"Jamaica","Netherlands","11/20/2016","KO/TKO","red",1,0,1,3,0,0,2,1,0,4,3,1,84,55,48,127,110,72
"304","Derek Brunson","Ed Herman",2,1,1,1,33,36,185,185,84,93,"States","USA","02/02/2015","KO/TKO","blue",1,0,0,0,0,0,3,3,1,1,0,0,21,11,18,10,17,24
"305","Peter Sobotta","Kyle Noke",2,1,2,0,30,37,182,185,77,77,"Poland","Australia","11/18/2015","KO/TKO","red",1,0,0,0,0,0,2,1,2,0,0,0,35,10,8,18,19,13
"306","Scott Holtzman","Josh Emmett",3,1,1,1,33,32,175,172,70,70,"USA","USA","12/18/2016","DEC","red",0,0,2,0,0,0,1,3,2,0,0,0,69,53,40,17,18,19
"307","Stephen Thompson","Tyron Woodley",6,6,0,0,34,34,182,175,77,77,"States","States","03/06/2017","DEC","red",0,0,0,0,0,0,1,0,0,3,1,0,105,47,58,62,30,22
"308","Bryan Caraway","Aljamain Sterling",3,4,1,4,32,27,172,170,61,61,"USA","USA","05/29/2016","DEC","blue",1,1,0,0,1,4,2,2,0,3,6,3,29,40,38,61,61,41
"309","Nordine Taleb","Warlley Alves",2,2,2,2,35,26,185,180,77,77,"France","Brazil","08/04/2015","SUB","red",0,0,0,1,0,1,3,3,4,2,1,0,27,33,24,25,21,20
"310","Will Brooks","Ross Pearson",0,7,0,1,30,32,177,172,70,70,"States","England","07/11/2016","DEC","blue",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,69,90,70
"311","Nina Ansaroff","Jocelyn Jones-Lybarger",2,2,0,0,31,31,165,170,52,52,"USA","States","01/17/2017","SUB","blue",1,1,0,0,0,0,0,0,1,1,0,0,60,36,19,24,43,41
"312","Fredy Serrano","Ryan Benoit",0,2,0,0,37,27,165,165,56,56,"Colombia","USA","07/31/2016","DEC","red",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,19,0
"313","Rory MacDonald","Robbie Lawler",3,3,3,2,27,35,182,180,77,77,"Canada","USA","07/13/2015","KO/TKO","red",0,0,0,0,0,0,1,0,1,0,0,0,32,89,50,61,65,74
"314","Thiago Santos","Gegard Mousasi",6,7,4,1,33,31,182,187,84,84,"Brazil","Netherlands","07/11/2016","KO/TKO","red",0,0,0,3,0,0,0,1,0,2,2,1,69,37,36,87,72,72
"315","Jack May","Shawn Jordan",1,1,0,0,35,32,203,182,115,118,"USA","USA","08/18/2014","KO/TKO","red",0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,15,0,0
"316","Kelvin Gastelum","Jake Ellenberger",2,1,2,0,25,31,175,175,84,77,"States","USA","11/17/2014","SUB","blue",0,0,0,0,0,0,0,0,1,0,2,0,23,68,35,10,13,6
"317","Islam Makhachev","Chris Wade",2,5,0,0,25,29,177,177,70,70,"Russia","USA","09/19/2016","DEC","blue",0,1,0,2,0,0,2,1,0,6,1,4,25,11,0,52,25,32
"318","Sean Strickland","Kamaru Usman",5,4,5,4,26,29,185,182,77,77,"USA","Nigeria","04/09/2017","DEC","red",1,2,0,0,1,1,3,2,1,7,4,7,113,88,95,54,54,67
"319","Caio Magalhaes","Josh Samman",2,1,2,1,29,29,185,190,84,84,"Brazil","USA","10/07/2015","SUB","red",0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,7,4,0
"320","Leandro Silva","Jason Saggo",5,3,2,1,31,31,175,180,70,70,"Brazil","Canada","06/20/2016","DEC","red",1,2,0,0,0,0,4,6,0,4,1,3,51,27,40,38,11,10
"321","Leandro Silva","Efrain Escudero",4,3,1,2,31,31,175,175,70,70,"Brazil","Mexico","11/23/2015","DEC","blue",1,2,0,1,0,0,4,6,0,1,0,1,36,21,26,29,73,36
"322","Tamdan McCrory","Nate Marquardt",2,5,0,0,30,37,193,182,84,84,"USA","USA","10/03/2016","KO/TKO","red",0,0,1,1,0,0,1,0,1,2,0,0,5,17,19,59,15,14
"323","Gleison Tibau","Norman Parke",2,2,2,1,33,30,177,180,70,70,"Brazil","Ireland","01/20/2015","DEC","blue",0,0,0,0,0,0,3,2,4,0,2,0,25,26,23,30,30,11
"324","Chris Clements","Vik Grujic",0,2,0,1,41,40,177,180,77,77,"Canada","Australia","11/10/2014","KO/TKO","blue",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,1
"325","Andrei Arlovski","Travis Browne",2,2,2,1,38,34,193,200,109,115,"Belarus","States","05/25/2015","KO/TKO","blue",0,0,0,0,0,0,0,0,0,1,0,0,18,6,1,42,6,13
"326","Angela Hill","Tecia Torres",0,1,0,1,32,27,160,154,52,52,"States","States","06/15/2015","DEC","red",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,26,39
"327","Vicente Luque","Leon Edwards",4,6,3,2,25,25,180,182,77,77,"States","Jamaica","03/18/2017","DEC","red",0,1,1,1,0,1,2,2,0,3,1,1,43,17,13,47,52,39
"328","Lando Vannata","Tony Ferguson",0,6,0,6,25,33,175,180,70,70,"States","States","07/14/2016","SUB","red",0,0,0,4,4,0,0,0,0,2,1,0,0,0,0,124,85,27
"329","Ilir Latifi","Ryan Bader",6,4,3,0,33,33,177,187,93,93,"Sweden","USA","09/04/2016","KO/TKO","red",2,0,0,0,0,0,2,2,1,2,2,4,37,10,10,30,23,44
"330","Geane Herrera","Ray Borg",0,3,0,2,26,23,165,162,56,56,"USA","States","12/04/2015","DEC","red",0,0,0,3,4,1,0,0,0,6,2,3,0,0,0,8,17,8
"331","Cody Gibson","Manvel Gamburyan",2,1,1,0,29,35,177,165,61,61,"USA","Armenia","09/29/2014","SUB","red",0,1,0,0,0,1,1,3,0,0,1,0,11,8,2,6,8,14
"332","Zak Ottow","Joshua Burkman",0,3,0,0,30,36,180,177,77,77,"States","States","10/03/2016","DEC","blue",0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,67,36,39
"333","Chris Camozzi","Daniel Kelly",7,2,0,2,30,39,187,182,84,84,"USA","Australia","11/27/2016","DEC","red",1,1,1,0,0,0,1,0,3,3,1,1,89,69,107,25,26,49
"334","Joanna Jedrzejczyk","Claudia Gadelha",1,1,1,1,29,28,167,162,52,52,"Poland","Brazil","12/16/2014","DEC","blue",0,0,0,2,0,0,0,0,0,2,1,2,9,34,21,30,15,25
"335","Tarec Saffiedine","Dong Hyun Kim",4,3,0,1,30,35,177,187,77,77,"Belgium","Korea","01/02/2017","DEC","red",0,0,0,0,0,0,0,0,1,1,1,0,50,88,65,27,6,2
"336","Andre Fili","Godofredo Pepey",2,2,1,2,26,29,177,170,65,65,"USA","Brazil","03/23/2015","SUB","red",0,0,1,2,0,0,3,3,3,0,0,0,70,22,23,13,0,0
"337","Phil Harris","Neil Seery",1,1,0,0,33,37,162,162,56,56,"England","Ireland","07/21/2014","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,13,26
"338","Yaotzin Meza","Sam Sicilia",3,4,1,1,36,31,175,172,65,65,"USA","States","07/17/2015","DEC","red",1,1,1,0,1,0,2,0,2,1,1,3,27,30,15,66,18,13
"339","Corey Anderson","Jimi Manuwa",3,4,1,1,27,37,190,185,93,93,"States","States","03/18/2017","KO/TKO","red",0,0,0,1,0,0,5,4,4,0,0,0,88,91,26,39,36,21
"340","Clay Collard","Max Holloway",0,2,0,2,24,25,180,180,65,65,"USA","USA","08/25/2014","KO/TKO","red",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,62,20
"341","Scott Askham","Bradley Scott",4,3,0,0,28,27,190,185,84,84,"England","England","03/18/2017","DEC","red",0,1,1,0,1,0,1,0,0,1,0,0,26,44,28,45,64,19
"342","Anthony Birchak","Thomas Almeida",2,3,1,3,30,25,172,170,61,61,"USA","Brazil","11/09/2015","KO/TKO","red",0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,85,45,45
"343","Jerrod Sanders","Russell Doane",2,3,0,0,37,30,172,170,61,65,"USA","USA","07/13/2015","DEC","blue",0,0,0,0,1,0,0,0,0,2,5,2,3,0,0,25,42,14
"344","John Moraga","Joseph Benavidez",4,1,2,1,33,32,167,162,56,56,"USA","USA","05/24/2015","DEC","red",2,2,1,0,0,0,0,0,1,1,0,1,21,50,40,35,34,25
"345","Francisco Trinaldo","Chad Laprise",5,3,3,3,38,30,175,177,70,70,"Brazil","Canada","08/24/2015","KO/TKO","blue",0,1,0,0,0,0,1,1,2,1,1,2,68,75,66,60,55,75
"346","Jimmie Rivera","Marcus Brimage",0,2,0,1,27,31,162,162,61,61,"USA","USA","07/23/2015","KO/TKO","blue",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,13,11
"347","Alex Caceres","Urijah Faber",1,1,1,0,28,37,177,167,65,61,"USA","USA","07/08/2014","SUB","red",0,0,1,0,0,0,0,0,1,0,0,0,16,12,25,8,0,0
"348","Ben Saunders","Court McGee",4,3,0,1,33,32,187,180,77,77,"USA","USA","01/17/2017","DEC","blue",2,0,0,1,0,0,1,0,0,2,1,3,41,54,22,53,19,36
"349","Kevin Casey","Antonio Carlos Junior",1,3,1,1,35,27,180,187,84,84,"USA","Brazil","12/14/2015","","no contest",0,0,0,1,1,1,0,0,1,4,2,4,18,10,13,30,33,8
"350","Chris Wade","Rustam Khabilov",4,3,4,1,29,30,177,172,70,70,"USA","Russia","05/09/2016","DEC","red",2,0,0,0,0,0,6,1,4,4,2,5,39,21,24,31,27,27
"351","Mark Godbeer","Justin Ledet",0,1,0,1,33,28,187,193,109,109,"England","USA","11/20/2016","SUB","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,29
"352","Daniel Spitz","Mark Godbeer",0,1,0,0,26,33,0,187,111,109,"States","England","03/06/2017","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"353","Magomed Mustafaev","Piotr Hallmann",0,2,0,0,28,29,175,175,70,70,"Russia","Poland","06/22/2015","KO/TKO","blue",0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,41,37,30
"354","Leslie Smith","Jessica Eye",2,1,1,0,34,30,175,167,61,61,"USA","USA","11/17/2014","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,67,29,19,13,7,27
"355","Renan Barao","TJ Dillashaw",3,3,1,3,30,31,167,167,65,61,"Brazil","USA","07/27/2015","KO/TKO","red",0,0,1,2,0,0,0,0,2,1,1,1,41,45,36,64,116,126
"356","Belal Muhammad","Augusto Montano",1,2,0,0,28,32,180,185,77,77,"States","Mexico","09/19/2016","KO/TKO","blue",0,0,0,0,0,0,1,1,0,0,0,0,7,13,57,38,4,9
"357","Damien Brown","Alan Patrick",0,1,0,1,32,33,177,180,70,70,"Austrailia","Brazil","03/21/2016","DEC","red",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,9,18
"358","Geane Herrera","Joby Sanchez",1,2,0,1,26,25,165,167,56,56,"USA","USA","12/14/2015","KO/TKO","blue",0,0,0,1,0,0,0,0,0,0,1,1,4,0,3,19,30,29
"359","Tim Johnson","Daniel Omielanczuk",2,6,0,0,32,34,190,182,120,112,"States","Poland","03/18/2017","DEC","blue",0,0,0,0,0,0,0,1,0,0,1,1,37,40,11,57,84,37
"360","Efrain Escudero","Leonardo Santos",0,1,0,0,31,37,175,182,70,70,"Mexico","Brazil","09/15/2014","","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,8
"361","John Lineker","Ian McCall",2,1,1,1,26,32,160,165,61,56,"Brazil","States","02/02/2015","DEC","blue",2,0,0,0,0,0,1,1,0,0,2,1,27,61,72,18,19,19
"362","Juan Puig","Adriano Martins",0,1,0,0,27,34,175,177,65,70,"Mexico","Brazil","07/08/2014","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"363","Diego Rivas","Noad Lahat",1,3,1,2,25,32,172,175,65,65,"Chile","Israel","02/08/2016","KO/TKO","blue",0,0,0,0,1,0,1,1,0,4,1,0,4,5,6,22,65,25
"364","Daniel Kelly","Rashad Evans",3,2,3,0,39,37,182,182,84,84,"Australia","States","03/06/2017","DEC","blue",0,0,0,0,0,0,5,2,2,0,0,0,41,35,63,18,8,6
"365","Tamdan McCrory","Josh Samman",0,2,0,2,30,29,193,190,84,84,"USA","USA","12/21/2015","SUB","blue",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19,4,0
"366","Jim Alers","Cole Miller",2,2,0,0,30,32,175,185,65,65,"USA","USA","02/16/2016","KO/TKO","no contest",1,0,0,0,1,0,1,0,2,0,0,0,31,28,10,34,26,9
"367","Alexander Yakovlev","Demian Maia",0,1,0,0,32,39,190,185,77,77,"Russia","Brazil","06/02/2014","DEC","red",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,27,13,11
"368","Alex Caceres","Cole Miller",5,3,1,0,28,32,177,185,65,65,"USA","USA","06/05/2016","DEC","blue",0,0,1,0,1,0,1,0,1,0,0,0,49,52,70,56,32,9
"369","Antonio Silva","Roy Nelson",5,6,0,0,37,40,193,182,119,119,"Brazil","USA","09/25/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,4,4,2,20,12,0,54,48,44
"370","Eddie Wineland","Frankie Saenz",3,4,0,0,32,36,170,167,61,61,"USA","USA","07/25/2016","KO/TKO","blue",0,0,0,0,0,1,0,0,0,1,1,2,36,54,22,58,75,57
"371","Bec Rawlings","Tecia Torres",3,4,0,0,28,27,167,154,52,52,"Australia","States","02/06/2017","DEC","red",1,0,0,0,0,0,0,1,0,1,1,1,79,23,17,68,86,112
"372","Yosdenis Cedeno","Chad Laprise",2,1,1,1,32,30,172,177,70,70,"Cuba","Canada","10/06/2014","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,20,6,13,21,21,29
"373","Viktor Pesta","Derrick Lewis",2,5,1,0,26,32,190,190,109,118,"Republic","States","10/03/2015","KO/TKO","red",0,0,0,0,0,0,2,2,1,2,0,0,22,23,16,51,37,0
"374","James Vick","Abel Trujillo",5,5,0,3,30,33,190,172,70,70,"USA","States","02/06/2017","SUB","blue",1,0,0,1,0,0,0,0,0,3,1,1,74,90,66,31,16,25
"375","Nathan Coy","Zak Cummings",2,6,1,1,38,32,177,182,77,77,"USA","USA","04/15/2017","SUB","red",0,0,0,1,1,1,1,2,1,1,3,1,23,8,17,54,76,45
"376","Vitor Belfort","Chris Weidman",0,1,0,1,39,32,182,187,84,84,"Brazil","States","05/25/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,10,14,9
"377","Mike Pierce","Ryan LaFlare",0,2,0,0,36,33,172,185,77,77,"USA","States","12/14/2015","DEC","red",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,28,22,21
"378","Tae Hyun Bang","Nick Hein",1,4,0,2,33,32,175,167,70,70,"Korea","Germany","09/05/2016","DEC","red",0,0,0,0,0,0,1,0,0,3,0,0,12,0,0,39,49,87
"379","Henry Cejudo","Chris Cariaso",1,3,1,0,30,35,162,160,56,56,"USA","USA","03/16/2015","DEC","blue",0,0,0,2,2,0,0,0,0,0,1,1,24,22,26,43,43,57
"380","Kelvin Gastelum","Neil Magny",5,9,1,1,25,29,175,190,84,77,"States","USA","11/23/2015","DEC","red",1,0,0,0,0,1,2,0,1,10,5,6,72,110,51,123,172,126
"381","Kevin Lee","Efrain Escudero",5,4,0,0,24,31,175,175,70,70,"States","Mexico","04/25/2016","DEC","blue",3,2,1,1,0,0,3,5,2,1,2,1,65,40,64,39,83,40
"382","Andrew Sanchez","Anthony Smith",2,2,2,1,28,28,185,193,84,84,"USA","USA","04/15/2017","KO/TKO","red",0,0,0,1,0,1,4,1,1,0,0,0,34,42,29,19,57,5
"383","Alistair Overeem","Junior Dos Santos",4,1,2,1,36,33,193,193,120,108,"England","Brazil","12/21/2015","KO/TKO","blue",0,0,0,0,0,0,1,0,0,0,0,0,92,32,37,20,16,21
"384","Makwan Amirkhani","Mike Wilkinson",1,1,1,1,28,29,177,170,65,65,"Kurdistan","England","02/29/2016","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0
"385","Andrei Arlovski","Alistair Overeem",5,5,0,3,38,36,193,193,109,120,"Belarus","England","05/09/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,0,0,93,16,13,101,55,37
"386","Bryan Caraway","Eddie Wineland",2,2,0,0,32,32,172,170,61,61,"USA","USA","07/27/2015","DEC","blue",1,1,0,0,0,0,2,2,0,0,0,0,18,17,11,23,37,0
"387","Teemu Packalen","Mickael Lebout",0,1,0,0,29,29,185,180,70,70,"Finland","France","07/23/2015","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,12
"388","Neil Magny","Demian Maia",7,3,7,2,29,39,190,185,77,77,"USA","Brazil","08/02/2015","SUB","red",0,0,1,0,1,0,7,5,5,2,2,3,105,158,90,55,25,21
"389","Pearl Gonzalez","Cynthia Calvillo",0,1,0,1,30,29,162,162,52,52,"","States","04/10/2017","SUB","red",0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,13,0,0
"390","Tim Means","Dhiego Lima",3,2,2,1,33,28,187,187,77,77,"USA","Brazil","03/04/2015","KO/TKO","blue",0,0,1,1,3,0,1,2,2,1,2,3,57,54,47,23,31,21
"391","Mehdi Baghdad","Chris Wade",0,3,0,3,31,29,185,177,70,70,"France","USA","01/18/2016","SUB","red",0,0,0,1,0,0,0,0,0,4,1,4,0,0,0,34,21,24
"392","Danielle Taylor","Seohee Ham",1,3,0,0,27,30,152,157,52,52,"USA","Korea","11/27/2016","DEC","blue",0,0,0,0,0,1,0,0,1,0,0,0,9,4,4,82,76,63
"393","Anthony Smith","Elvis Mutapcic",1,2,0,0,28,30,193,182,84,84,"USA","Bosnia","12/05/2016","KO/TKO","blue",0,0,1,0,0,0,0,0,0,0,0,0,13,15,5,17,36,49
"394","Marvin Vettori","Alberto Uda",0,1,0,0,23,32,182,190,84,84,"Italy","Brazil","08/22/2016","SUB","blue",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0
"395","Jonathan Meunier","Richard Walsh",1,5,0,0,29,28,190,182,77,77,"Canada","Australia","11/27/2016","DEC","blue",0,0,0,0,0,0,0,0,0,3,1,2,3,11,2,97,111,71
"396","Johnny Bedford","Rani Yahya",2,1,0,0,34,32,177,167,61,61,"USA","Brazil","09/14/2014","SUB","red",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0
"397","Tim Boetsch","Jacare Souza",7,5,2,1,36,37,182,185,84,84,"States","Brazil","02/13/2017","SUB","red",0,0,0,2,0,3,2,1,0,4,1,4,75,48,0,60,27,36
"398","Elias Silverio","Shane Campbell",2,1,2,0,30,30,180,182,70,70,"Brazil","Canada","08/24/2015","DEC","red",0,0,1,0,0,0,1,2,2,0,0,0,59,47,40,25,0,0
"399","Elvis Mutapcic","Francimar Barroso",0,2,0,1,30,37,182,185,84,93,"Bosnia","Brazil","01/18/2016","DEC","red",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,19,40,23
"400","Omari Akhmedov","Brian Ebersole",2,1,1,1,29,36,182,182,77,77,"Russia","USA","06/08/2015","KO/TKO","blue",0,0,0,0,0,0,2,3,0,1,0,0,38,20,12,17,4,28
"401","Saparbeg Safarov","Gian Villante",0,5,0,0,30,31,185,190,93,93,"Russia","States","12/11/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,99,62,38
"402","Michelle Waterson","Paige VanZant",1,1,1,1,31,22,160,162,52,52,"USA","USA","12/18/2016","SUB","blue",1,2,1,0,0,0,2,0,1,0,0,0,10,20,17,16,9,0
"403","Michinori Tanaka","Joe Soto",2,2,0,0,26,30,165,167,61,61,"Japan","States","01/04/2016","DEC","blue",0,0,1,0,0,0,0,2,4,0,0,0,4,22,17,9,24,13
"404","Mark Hunt","Alistair Overeem",6,7,0,0,43,36,177,193,120,120,"Zealand","England","03/06/2017","KO/TKO","red",0,0,0,1,0,0,1,0,0,2,0,0,61,38,8,120,68,37
"405","Michael Chiesa","Beneil Dariush",4,7,2,5,29,27,185,177,70,70,"USA","Iran","04/17/2016","SUB","blue",0,1,0,2,3,0,6,2,1,3,3,2,55,33,33,100,57,48
"406","Jessica Penne","Joanna Jedrzejczyk",1,3,1,3,34,29,165,167,52,52,"States","Poland","06/22/2015","KO/TKO","red",0,0,0,0,0,0,3,0,1,0,0,0,8,17,14,33,92,30
"407","Charles Oliveira","Ricardo Lamas",5,5,0,0,27,34,177,172,65,65,"Brazil","USA","11/07/2016","SUB","red",2,2,1,1,0,1,5,4,2,0,1,1,38,52,8,53,41,51
"408","Michael Bisping","Luke Rockhold",6,5,3,5,38,32,185,190,84,84,"England","USA","06/05/2016","KO/TKO","blue",0,0,0,5,2,0,0,0,0,1,0,1,85,112,106,52,51,68
